バージョン,タイトル,ジャンル,アーティスト,プレー回数,BEGINNER 難易度,BEGINNER スコア,BEGINNER PGreat,BEGINNER Great,BEGINNER ミスカウント,BEGINNER クリアタイプ,BEGINNER DJ LEVEL,NORMAL 難易度,NORMAL スコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER スコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER スコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,LEGGENDARIA 難易度,LEGGENDARIA スコア,LEGGENDARIA PGreat,LEGGENDARIA Great,LEGGENDARIA ミスカウント,LEGGENDARIA クリアタイプ,LEGGENDARIA DJ LEVEL,最終プレー日時
BISTROVER,Rowdy,DUBSTEP,Dazsta,10,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,1794,738,318,84,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-07-03 20:22
BISTROVER,Rubrum Piano,ACID LATIN JAZZ,Xceon,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1301,528,245,5,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-27 20:12
BISTROVER,S-Bahn,DARK TECHNO,BEMANI Sound Team "DARK TRAIN",19,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,CLEAR,---,7,0,0,0,---,CLEAR,---,9,1617,678,261,12,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-07-29 21:07
BISTROVER,Scandal,PROGRESSIVE SWING,Osamu Kubota,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,1376,538,300,19,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-04-30 14:00
BISTROVER,smooooch・∀・ (Snail's House Remix),CANDY RAVE BASS,Remixed by Snail's House,9,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1866,794,278,32,CLEAR,AA,0,0,0,0,---,NO PLAY,---,2024-07-20 13:26
BISTROVER,Sugarplum,MOE CORE,KOTONOHOUSE,5,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,1758,702,354,74,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-07-13 16:20
BISTROVER,Swarm Of Scarabs,HOLIC,C-Show,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
BISTROVER,Tell me what you wish feat.らっぷびと,ROCK,Pizuya's Cell,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,1207,479,249,5,CLEAR,A,11,1995,788,419,37,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-06-21 19:21
BISTROVER,That Feeling,SPEED HOUSE,Crayvxn,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
BISTROVER,The Wind of China Express(The 4th Mashup),THE 4TH,The 4th,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
BISTROVER,Tiempo Loco,Hi-TECH / PSY CORE,kors k feat.Hboy,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,1252,491,270,39,CLEAR,B,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-04-04 20:59
BISTROVER,Viridian,NU-NRG,REMO-CON,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,1392,551,290,30,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-01-20 16:36
BISTROVER,Vitrum,PROGRESSIVE METAL,BEMANI Sound Team "Yvya",1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,9,1310,529,252,14,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-03-09 16:23
BISTROVER,WAKE UP NOW,TROPICAL ELECTRO HOUSE,Maozon feat. Chica,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1473,603,267,14,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-07-17 21:12
BISTROVER,When I Met U,HYBRID BASSLINE,LADY'S ONLY,4,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,1420,571,278,27,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-03-09 17:35
BISTROVER,X-ray binary,TRANCE,BEMANI Sound Team "Trance Liquid",1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1532,648,236,5,CLEAR,AA,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-13 16:10
BISTROVER,Zenith,PLUS ONE,Snail's House,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,982,396,190,27,CLEAR,B,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-03-16 16:22
BISTROVER,∀,RENAISSANCE,BEMANI Sound Team "HuΣeR" respect for D.J.Amuro,2,3,0,0,0,---,CLEAR,---,7,0,0,0,---,CLEAR,---,10,1696,704,288,35,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-21 19:26
BISTROVER,ここからよろしく大作戦143,ROCK,BEMANI Sound Team "あさき隊",1,1,0,0,0,---,NO PLAY,---,4,0,0,0,---,CLEAR,---,8,0,0,0,---,CLEAR,---,10,1706,674,358,54,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-03-08 20:25
BISTROVER,バッド・スイーツ、バッド・ドリーム,.+:☆ BAD FUTURE ☆:+.,かめりあ feat. ななひら,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1324,510,304,15,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-21 18:50
BISTROVER,世界の果てに約束の凱歌を -ReUnion-,BRAVE ANTHEM,OSTER project feat. かなたん,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1347,551,245,35,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-01-14 17:21
BISTROVER,伐折羅-vajra-,KUDOS CORE,DJ TOTTO VS 兎々,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,1628,674,280,9,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-21 18:55
BISTROVER,儚き恋の華,BLOOM ROCK,BEMANI Sound Team "TAG" feat. 猫体質,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,9,1345,535,275,19,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-02 16:57
BISTROVER,新宝島,IIDX EDITION,Remixed by BEMANI Sound Team "TAG feat. PON",7,3,0,0,0,---,CLEAR,---,5,0,0,0,---,FULLCOMBO CLEAR,---,7,0,0,0,---,CLEAR,---,10,1624,658,308,42,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-06-23 13:47
BISTROVER,水鏡の異界,JAPANESE TECH BREAKS,BEMANI Sound Team "Coyaan",2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1290,522,246,28,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-02 17:00
BISTROVER,涙のテ・エストラーニョ・ムーチョ,Hi-歌謡タンゴ,LA BAILARINA☆Prim,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1521,615,291,22,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-08-01 21:01
BISTROVER,無意識のフィロソフィア,HARD TRANCE,BEMANI Sound Team "TAG",1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1543,613,317,20,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-12-14 20:45
BISTROVER,犬に雨傘,FRENCH POP,OSTER project feat. そらこ,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1577,650,277,32,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-06-23 12:19
BISTROVER,魔法のかくれんぼ,FANTASY TOYPOP,Snail's House,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1173,481,211,19,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-17 20:57
CastHour,10000 MILES AWAY,DRUMSTEP,AJURIKA,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1406,607,192,3,CLEAR,AA,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-27 19:43
CastHour,808monkey,JUNGLE TERROR,AJURIKA,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,CLEAR,---,7,0,0,0,---,CLEAR,---,9,1243,486,271,16,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-06-17 20:30
CastHour,ABSOLUTE EVIL,EUPHORIC FRENCHCORE,Yuta Imai,0,1,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
CastHour,ALTERNATOR,IRREGULAR OMNIBUS HARDCORE,BEMANI Sound Team "dj Hellix",0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
CastHour,AMICABLE,FUTURE POP,BEMANI Sound Team "Sota F.",1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,1147,453,241,13,CLEAR,A,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-11-24 20:13
CastHour,ANEMONE,EMOTIONAL J-POP,BEMANI Sound Team "HuΣeR × Yvya" feat.紫村 花澄,2,1,0,0,0,---,NO PLAY,---,4,0,0,0,---,CLEAR,---,7,0,0,0,---,FAILED,---,10,1637,681,275,19,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-06-20 19:24
CastHour,Ariah,UNSUNG REQUIEM,satella feat.藍月なくる,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1474,595,284,46,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-06-23 12:47
CastHour,Arkadia,FREEFORM HARDCORE,Hommarju ft. Mayumi Morinaga,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1490,591,308,29,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-15 08:10
CastHour,Banger Banger Banger Banger,EARLY RAVE,nora2r,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,9,1355,540,275,6,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-04-13 18:35
CastHour,Blue Bird feat. Kanae Asaba,LATIN FUSION POP,Nhato,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,CLEAR,---,6,0,0,0,---,CLEAR,---,8,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
CastHour,Brave Spirits,MELODIC RIDDIM,MK,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,CLEAR,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
CastHour,DISPARATE,CYBERPUNK,BEMANI Sound Team "Captain Sonic",0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
CastHour,Divine Heaven,BIG ANTHEM,Absolute The 4th,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1467,574,319,17,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-08 20:06
CastHour,EMOTiON TRiPPER,ELECTRIC POP,sky_delta,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1538,624,290,64,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-06-17 19:36
CastHour,Fantastic Merry-Go-Round,DIGITAL POP,SOUND HOLIC feat. Nana Takahashi,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1750,757,236,19,CLEAR,AA,0,0,0,0,---,NO PLAY,---,2024-08-13 13:38
CastHour,FINALLY BLAZE,ENERGETIC HARDCORE,BlackY,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,9,1326,526,274,12,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-22 19:25
CastHour,Flying Castle,COLOUR CORE,lapix,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,1573,633,307,32,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-04-13 19:21
CastHour,Game Changers,HARD MIXTURE,Yuta Imai,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,1016,395,226,21,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-11-30 19:05
CastHour,Get set， Go! feat.Kanae Asaba,FUTURE BOUNCE,MK,10,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1485,572,341,21,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-07-03 20:47
CastHour,GRAVITON,NEUROFUNK,BEMANI Sound Team "L.E.D.",1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,1482,580,322,23,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-01-14 17:30
CastHour,Hat Surprise,UK HARDCORE,Hommarju,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,CLEAR,---,8,1150,461,228,26,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-11-30 18:53
CastHour,HEARTACHE,HEALING FUTURE,BEMANI Sound Team "HuΣeR" feat.ゆきまめ,12,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1336,540,256,29,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-04-13 19:33
CastHour,ILAYZA,EMOTIONAL SENTENCE -INSTRUMENTAL-,BEMANI Sound Team "TAG",2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,9,1491,603,285,18,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-08-13 13:09
CastHour,kors k's How to make OTOGE CORE,CHANNEL K,kors k,7,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,9,1107,437,233,15,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-30 15:33
CastHour,N.O.,ASTRONOMICAL TECHNO,かめりあ,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,1571,604,363,58,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-06-21 19:29
CastHour,n/a,SYMPHONIC DUBSTEP,Blacklolita,1,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,952,335,282,129,FAILED,C,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-11-03 18:08
CastHour,No Day But Today!,J-POP,NU-KO & yunocy,2,2,0,0,0,---,NO PLAY,---,4,0,0,0,---,CLEAR,---,7,0,0,0,---,CLEAR,---,10,1260,474,312,33,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-06-20 19:13
CastHour,Nocturnal 2097,DARKSYNTH,Dirty Androids,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,9,1388,569,250,20,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-04-22 18:37
CastHour,Non Stop Rock,DRUM'N'BASS,Masayoshi Iimori,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,847,337,173,31,CLEAR,B,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-03-16 16:05
CastHour,Onyx,STYLISH COLOUR,BEMANI Sound Team "HuΣeR",0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
CastHour,P.O.W.E.R.,RAWSTYLE,Yuta Imai,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
CastHour,PIRATES BLADE,STORMY SEA,BEMANI Sound Team "劇団レコード",3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,1651,693,265,26,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-06-24 20:54
CastHour,Pout,FUTURE BASS,BEMANI Sound Team "SYUNN",2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1550,697,156,1,FULLCOMBO CLEAR,AA,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-13 15:06
CastHour,Prohibited Props,VARIABLE FUTURE BASS,BEMANI Sound Team "ZAQUVA",5,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,8,0,0,0,---,CLEAR,---,10,1400,531,338,45,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-06-20 19:35
CastHour,Purple Perplex,MELODIC RIDDIM,Eagle,2,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1310,503,304,43,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-03 20:25
CastHour,Push on Beats!～音ゲの国のeX-ストリーマー～,AKIBA-POP,MOSAIC.WAV,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1177,430,317,53,CLEAR,B,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-15 08:29
CastHour,Silver Bullet,PIANO CONCERTINO + JAZZ FUSION,xi,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,1071,390,291,44,CLEAR,C,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-03-08 20:56
CastHour,SOLID WYVERN,HARDPSY,BEMANI Sound Team "L.E.D.",2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,9,1368,515,338,18,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-08 21:18
CastHour,Souhait bleu,ALCHEMY POP,しーけー,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1533,640,253,9,CLEAR,AA,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-30 14:31
CastHour,SPARK IN THE NIGHT,EUPHORIC HARDSTYLE,BEMANI Sound Team "L.E.D.-G",1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,1000,369,262,14,CLEAR,A,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-11-24 20:23
CastHour,Stepper,DANCE MUSIC,PSYQUI,4,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,1360,511,338,38,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-06-23 13:50
CastHour,Tail Lights,TRANCE,BEMANI Sound Team "dj TAKA" feat.nana hatori,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1275,505,265,28,CLEAR,B,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-15 07:39
CastHour,Triple Cross,MUSIC GAME TRADITIONAL,BEMANI Sound Team "dj TAKA & DJ YOSHITAKA & SYUNN",0,3,0,0,0,---,CLEAR,---,6,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
CastHour,Ventriloquist,JAZZY STEP,Avans,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,FAILED,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
CastHour,Victory Of Ravers,HARDCORE RAVE,DJ Shimamura,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,9,1425,595,235,12,CLEAR,AA,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-22 19:12
CastHour,Votania Beat,BEAT MUSIC,まろん vs. ビートまりお,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
CastHour,VR - Virtual Reality (prod.by Snail's House),DANCE MUSIC,KMNZ,1,1,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1276,502,272,24,CLEAR,A,10,0,0,0,---,NO PLAY,---,2024-06-02 16:44
CastHour,Wonderful Escape,NU DRUM & BASS,DE DE MOUSE,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,1323,513,297,56,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-06-20 20:01
CastHour,Xyndrome,FRENCHCORE,nora2r,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,9,1211,481,249,21,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-02-09 19:23
CastHour,めでてえ,ハッピースピードコア,TORIENA,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
CastHour,アクマフカ,ROCK,Pizuya's Cell,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1414,540,334,60,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-03-03 15:18
CastHour,ウツシミウツシ,ALTERNATIVE DANCE CORE,BEMANI Sound Team "PHQUASE" feat.ぁゅ,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1606,675,256,8,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-08-01 20:50
CastHour,オドループ,J-POP,フレデリック,1,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,FAILED,---,7,0,0,0,---,NO PLAY,---,10,1740,723,294,47,CLEAR,A,11,0,0,0,---,NO PLAY,---,2024-02-04 16:35
CastHour,オールトの雲,GALAXY QUEST,OSTER project,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1529,628,273,14,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-21 18:31
CastHour,グッバイ宣言,IIDX EDITION,Remixed by uno(IOSYS) & Liqo feat. Chiyoko,0,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
CastHour,シル・ヴ・プレジデント,J-POP,P丸様。,11,2,0,0,0,---,NO PLAY,---,4,0,0,0,---,CLEAR,---,7,0,0,0,---,CLEAR,---,10,1463,619,225,5,CLEAR,AA,11,0,0,0,---,NO PLAY,---,2024-07-13 15:14
CastHour,デモーニッシュ,J-POP,ツユ,0,1,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2023-10-20 13:13
CastHour,ナイトフィクション,ALTERNATIVE,中山真斗 feat. CHAN,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,1292,491,310,50,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-02-09 19:02
CastHour,ハイテックトキオ,ハイテックトキオ,lapix ∞ BEMANI Sound Team "Sota Fujimori",3,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,9,1329,508,313,21,CLEAR,A,11,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2024-04-12 19:20
CastHour,ピアノ独奏無言歌 "灰燼",THRENODY,BEMANI Sound Team "Virkato Wakhmaninov",4,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,1376,504,368,44,CLEAR,C,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-04 19:48
CastHour,ミュージック・アワー,IIDX EDITION,Remixed by BEMANI Sound Team "PON",14,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1846,809,228,1,FULLCOMBO CLEAR,AA,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-08-13 14:14
CastHour,口カラ凸ゲキ,HUMAN BEATBOX ELECTRO,SARUKANI × Blacklolita,4,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,1694,693,308,45,ASSIST CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-07-29 20:32
CastHour,天邪鬼,HARD DANCE,Qlarabelle,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1177,435,307,10,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-11-30 18:56
